age,height,weight,point,times,buy 
24,166,84,216,0,1
69,146,62,207,14,1
21,163,70,219,10,1
66,171,73,174,11,1
75,154,58,144,6,1
75,175,59,144,4,1
70,144,57,91,19,1
47,185,87,81,6,0
68,143,78,46,4,1
23,143,95,5,12,1
60,171,41,41,20,1
73,183,92,91,5,1
80,183,50,220,12,1
69,146,93,50,18,1
80,176,85,172,1,1
80,182,67,71,4,1
27,145,74,275,10,1
41,182,78,297,17,1
58,157,98,33,10,1
44,176,56,7,7,0
77,177,72,49,0,1
24,158,83,197,6,1
34,149,85,115,12,1
31,148,78,265,3,1
22,141,80,23,1,1
58,149,68,111,14,1
70,170,40,51,1,1
45,148,64,175,20,1
20,161,66,32,15,1
66,166,60,35,2,1
37,174,80,170,2,1
80,180,48,110,4,1
69,185,49,12,3,1
43,156,77,197,2,1
50,151,62,226,3,1
68,141,59,148,6,1
45,177,64,139,20,1
75,165,83,294,4,1
77,179,73,79,0,1
32,154,87,256,16,1
21,151,68,300,10,1
76,142,41,248,2,1
60,179,68,137,8,1
79,143,88,189,7,1
76,177,48,49,6,1
69,173,90,66,16,1
70,161,49,65,12,1
75,172,69,266,5,1
56,156,88,256,20,1
78,155,100,280,12,1
40,140,56,139,1,1
62,154,79,76,2,1
79,184,100,171,18,1
30,146,98,97,10,1
28,182,99,198,13,1
56,160,53,148,20,1
48,173,99,76,5,0
56,164,53,261,13,1
53,161,48,109,9,1
71,141,83,122,20,1
35,149,44,125,6,1
56,167,56,71,9,0
23,143,82,289,17,1
51,145,48,193,5,1
72,171,51,289,20,1
60,183,88,44,12,1
54,158,100,119,2,1
66,170,52,203,11,1
52,174,50,158,20,1
58,158,96,212,11,1
28,177,75,57,17,1
74,145,45,255,16,1
64,142,82,248,19,1
38,152,94,40,8,1
65,164,71,155,20,1
50,165,56,216,12,1
30,176,52,163,3,1
31,150,90,233,11,1
46,164,96,225,13,1
31,176,97,275,14,1
63,181,59,207,12,1
76,170,83,3,12,1
36,153,77,153,17,1
23,146,48,172,3,1
33,165,100,70,16,1
28,170,86,219,18,1
60,161,59,63,14,1
33,147,61,283,13,1
69,170,59,177,15,1
23,175,67,28,16,1
43,181,72,229,4,1
80,165,48,35,6,1
26,179,71,286,3,1
39,148,97,119,6,1
63,157,50,190,12,1
75,171,65,38,0,1
67,175,72,27,17,1
20,166,61,236,3,1
27,185,99,157,20,1
57,161,70,130,14,1
71,185,55,150,1,1
62,171,43,112,15,1
58,148,78,193,20,1
42,160,68,128,14,1
44,165,69,22,19,1
35,142,56,1,16,1
38,154,64,48,10,0
22,147,64,99,15,1
70,147,94,200,2,1
72,182,88,19,18,1
40,141,90,36,0,1
48,182,78,147,16,1
74,168,91,293,14,1
60,163,67,31,17,1
32,185,44,250,2,1
53,174,97,89,5,0
74,149,92,110,10,1
62,162,89,105,6,1
51,145,76,230,10,1
75,183,74,263,17,1
38,178,72,62,19,1
79,183,74,186,15,1
37,162,59,218,4,1
52,161,81,49,15,1
76,152,81,61,11,1
27,175,53,215,3,1
43,162,62,255,5,1
73,167,64,199,13,1
37,173,56,288,13,1
55,142,64,158,14,1
52,172,68,1,11,1
48,160,55,230,15,1
29,155,79,276,12,1
48,173,41,81,3,0
55,178,91,280,9,1
28,176,64,98,1,0
78,172,48,291,6,1
46,154,69,127,14,1
57,156,82,188,3,1
50,164,85,45,4,0
22,181,82,298,1,1
59,162,42,93,1,0
67,152,94,176,20,1
72,181,92,230,18,1
56,154,65,150,9,1
54,143,54,230,17,1
40,161,58,290,8,1
63,169,94,5,10,1
28,176,100,151,10,1
25,143,78,233,11,1
74,143,88,264,11,1
26,178,75,159,14,1
62,175,83,52,18,1
38,156,79,235,20,1
28,179,49,277,6,1
72,156,62,13,18,1
25,144,69,119,17,1
24,183,100,123,4,1
36,162,43,289,17,1
26,152,93,151,0,1
67,162,82,221,20,1
53,161,40,172,17,1
71,162,58,111,14,1
54,162,87,8,8,0
24,158,55,139,15,1
41,174,74,30,11,1
42,147,60,72,14,1
32,168,41,243,17,1
61,158,99,157,4,1
47,180,76,130,19,1
65,180,41,268,0,1
76,179,77,64,17,1
78,151,67,270,17,1
46,180,61,140,3,1
69,162,41,164,9,1
80,141,50,140,3,1
47,145,80,153,6,1
25,168,58,234,9,1
41,143,90,255,18,1
59,152,95,213,3,1
45,163,68,229,11,1
21,147,97,209,2,1
43,172,44,123,14,1
47,147,63,244,19,1
28,142,64,134,7,1
61,153,44,150,2,1
46,156,52,220,6,1
41,171,88,198,0,1
32,184,57,202,15,1
32,184,65,240,7,1
44,179,56,227,16,1
76,150,77,218,17,1
73,163,73,159,11,1
49,179,98,194,14,1
57,159,99,61,9,1
24,151,74,14,6,1
21,166,50,180,3,1
51,162,93,204,7,1
71,178,46,137,11,1
45,157,44,288,19,1
38,151,79,263,17,1
60,157,100,169,3,1
68,152,96,187,17,1
30,175,67,300,0,1
39,143,44,139,12,1
76,160,71,279,11,1
42,156,72,122,7,1
61,147,80,77,20,1
30,170,41,138,15,1
31,153,54,215,5,1
49,173,80,176,20,1
76,159,52,293,15,1
34,173,80,133,2,1
59,167,83,220,15,1
38,152,42,169,7,1
21,148,61,155,18,1
55,158,58,145,13,1
37,152,52,18,2,0
44,147,80,96,11,1
34,178,90,292,8,1
34,163,89,15,0,0
80,164,75,152,0,1
23,169,41,233,0,1
43,156,80,291,9,1
63,143,74,100,18,1
64,151,47,297,20,1
26,157,93,132,16,1
72,152,67,271,6,1
59,184,63,143,2,1
67,177,61,111,20,1
33,154,40,83,7,0
75,176,47,154,8,1
20,148,49,228,19,1
71,175,86,207,12,1
64,146,53,212,14,1
44,180,94,149,18,1
68,176,44,287,4,1
37,165,61,256,13,1
24,179,60,36,11,1
22,165,98,230,7,1
30,161,47,69,9,0
74,164,48,168,2,1
70,168,69,131,17,1
44,140,88,60,2,1
53,140,59,199,15,1
32,141,60,152,1,1
51,175,41,253,16,1
22,145,74,83,10,1
58,156,67,33,12,1
33,159,47,300,10,1
43,143,97,61,10,1
56,148,44,126,15,1
32,143,46,289,20,1
29,166,57,193,13,1
78,141,47,177,17,1
22,174,44,206,11,1
38,151,58,168,1,1
22,153,86,296,1,1
43,176,83,193,14,1
25,141,85,251,2,1
73,164,40,155,5,1
32,180,100,37,16,1
40,157,89,241,7,1
55,178,91,116,19,1
48,149,100,130,15,1
48,145,42,41,11,1
65,150,90,131,7,1
47,140,59,256,12,1
25,167,76,33,19,1
65,169,65,259,17,1
28,153,42,223,14,1
56,177,80,190,7,1
43,154,56,13,6,0
31,183,93,248,7,1
28,149,71,238,18,1
27,168,86,124,11,1
75,156,48,202,2,1
32,154,87,92,16,1
49,145,45,25,9,0
21,160,62,140,2,1
32,161,87,134,5,1
57,160,93,210,8,1
40,161,71,36,11,1
62,160,64,154,10,1
58,142,54,270,20,1
41,149,78,147,20,1
67,158,82,15,16,1
52,169,90,12,5,0
54,144,75,115,10,1
36,151,49,13,20,1
51,175,58,133,1,1
37,181,98,11,16,1
40,144,89,126,10,1
29,183,57,140,13,1
75,185,93,248,2,1
76,144,62,243,17,1
49,142,84,24,16,1
73,160,57,128,0,1
20,163,91,177,10,1
22,160,44,295,4,1
38,150,63,52,8,0
26,183,75,201,18,1
41,163,70,230,18,1
29,179,85,241,3,1
23,168,72,225,10,1
47,155,79,243,0,1
26,148,57,126,18,1
23,183,47,4,7,0
66,181,76,167,3,1
78,166,72,293,11,1
53,185,60,91,16,1
57,171,48,66,18,1
28,145,70,78,12,1
42,153,82,249,0,1
31,160,69,70,2,0
65,148,94,162,2,1
70,160,75,236,0,1
57,160,56,164,10,1
36,144,78,137,3,1
68,180,98,143,2,1
76,146,67,99,8,1
35,143,48,94,20,1
26,155,83,280,16,1
77,168,57,204,3,1
76,177,81,207,17,1
38,176,91,267,11,1
73,169,50,75,0,1
57,177,64,202,0,1
77,143,77,70,14,1
45,182,56,81,8,0
43,177,42,138,8,1
59,164,78,120,17,1
20,151,99,39,14,1
55,150,50,198,0,1
74,141,48,131,12,1
73,142,95,182,3,1
72,166,63,163,7,1
78,161,48,176,1,1
61,159,92,152,8,1
37,174,51,103,10,1
35,161,49,70,20,1
39,174,54,212,4,1
30,178,63,274,15,1
40,159,94,250,11,1
20,148,93,10,16,1
37,161,68,227,5,1
20,174,42,32,6,0
75,163,82,21,17,1
73,180,48,125,20,1
71,171,83,214,11,1
34,147,51,127,20,1
66,170,83,134,0,1
37,144,47,37,20,1
46,180,47,2,15,1
47,180,56,243,0,1
78,156,43,268,15,1
43,167,91,249,11,1
66,163,86,206,17,1
35,163,67,206,0,1
32,171,56,27,20,1
62,160,43,293,13,1
63,182,74,175,0,1
20,167,95,53,17,1
40,150,64,25,1,0
74,152,88,14,4,1
63,177,97,202,13,1
41,174,76,174,0,1
23,169,98,86,19,1
37,146,99,55,15,1
67,174,53,71,5,1
22,161,74,115,13,1
32,164,92,181,7,1
20,176,68,3,0,0
79,162,59,298,9,1
71,171,89,300,3,1
48,148,88,100,11,1
67,163,54,231,6,1
34,162,92,150,14,1
29,182,68,84,2,0
69,148,74,53,0,1
57,168,78,165,15,1
28,168,95,12,17,1
36,174,48,42,16,1
20,183,89,91,10,0
34,175,43,155,18,1
72,159,86,267,13,1
24,157,79,49,3,1
54,166,50,77,4,0
52,181,94,238,4,1
55,143,40,245,12,1
78,143,60,203,19,1
30,170,63,281,13,1
25,150,76,182,6,1
61,163,70,191,13,1
72,165,64,191,9,1
80,178,95,99,1,1
69,152,69,92,15,1
68,162,69,174,2,1
54,151,72,215,18,1
57,148,69,224,2,1
41,146,98,263,14,1
39,165,56,127,12,1
24,174,52,204,8,1
74,158,78,284,14,1
65,148,71,258,12,1
47,169,63,250,7,1
67,181,65,274,7,1
80,178,93,126,20,1
79,163,59,206,0,1
27,174,91,116,20,1
70,175,74,76,13,1
43,178,69,179,18,1
31,147,72,231,9,1
35,182,44,269,15,1
59,181,48,215,0,1
44,180,57,115,6,1
54,142,64,227,16,1
61,166,50,55,4,1
55,169,57,43,4,0
62,166,50,38,4,1
71,144,59,176,14,1
67,159,45,240,7,1
45,158,42,227,17,1
32,166,93,148,15,1
80,141,46,250,17,1
61,154,98,145,2,1
65,185,78,269,13,1
61,172,79,300,11,1
66,153,66,287,5,1
55,154,65,126,14,1
65,175,53,120,5,1
39,155,41,267,3,1
34,168,72,267,0,1
35,162,95,265,1,1
51,148,74,241,2,1
67,141,71,35,6,1
55,180,98,32,16,1
39,173,95,293,0,1
22,153,69,204,4,1
60,180,92,199,18,1
70,147,67,195,11,1
26,185,85,97,19,1
45,163,79,62,10,0
37,151,73,217,4,1
40,153,84,255,18,1
47,155,54,110,16,1
23,141,72,197,12,1
38,144,94,36,14,1
67,169,50,291,14,1
64,171,61,211,7,1
55,168,70,270,13,1
28,163,65,52,1,0
45,140,47,141,13,1
52,182,91,145,5,1
25,172,52,18,17,1
49,181,62,59,14,1
39,143,89,51,16,1
22,157,63,131,14,1
53,167,94,261,20,1
68,163,42,196,20,1
25,185,93,85,12,1
24,140,80,117,10,1
71,165,90,217,14,1
80,165,88,35,20,1
66,166,86,139,3,1
29,164,70,116,8,1
42,174,56,216,14,1
61,152,88,13,8,1
74,152,45,154,13,1
78,159,65,92,2,1
53,183,51,171,8,1
66,179,68,142,6,1
25,153,86,121,5,1
48,169,51,216,15,1
64,171,50,196,13,1
54,150,72,100,20,1
39,171,61,158,14,1
73,165,41,278,1,1
41,169,40,250,10,1
30,185,74,112,16,1
57,178,76,263,0,1
20,162,41,135,5,1
61,178,86,156,8,1
34,156,67,179,20,1
75,155,91,70,17,1
49,147,43,95,14,1
58,141,45,56,12,1
64,154,69,62,9,1
48,163,44,228,16,1
74,173,98,66,0,1
63,149,59,85,7,1
76,141,45,25,20,1
48,182,49,39,2,0
29,164,64,143,11,1
61,163,50,36,17,1
46,155,76,115,20,1
61,181,44,236,15,1
47,150,43,173,16,1
53,150,66,64,6,0
78,176,80,225,9,1
29,180,77,258,10,1
60,162,87,65,8,0
45,151,66,37,19,1
30,169,48,265,2,1
50,150,99,248,1,1
48,185,60,172,16,1
70,178,49,80,5,1
30,164,74,96,10,0
51,148,81,250,11,1
21,171,69,147,5,1
63,166,47,59,3,1
72,172,79,236,17,1
28,160,53,259,11,1
52,159,78,176,11,1
31,183,82,41,1,0
79,170,93,212,20,1
71,168,69,55,18,1
71,166,95,186,13,1
43,166,52,25,9,0
32,173,71,236,6,1
64,177,43,69,20,1
64,145,40,9,0,1
20,143,72,208,6,1
63,148,65,79,19,1
64,142,91,241,14,1
33,159,66,194,15,1
70,181,40,211,11,1
24,174,93,11,16,1
22,174,72,260,18,1
40,172,58,47,15,1
38,157,86,269,4,1
65,158,62,288,7,1
24,174,85,22,4,0
67,168,93,126,9,1
62,156,66,212,5,1
78,162,66,149,15,1
56,153,65,10,5,0
29,140,45,232,1,1
33,153,45,252,13,1
60,142,69,224,17,1
47,153,92,223,13,1
76,165,60,116,5,1
77,168,78,204,14,1
75,142,42,213,11,1
39,146,77,285,17,1
48,161,70,43,18,1
73,141,65,99,1,1
78,154,82,225,18,1
45,180,54,135,8,1
63,163,90,214,6,1
48,155,49,285,14,1
77,176,81,88,16,1
36,173,54,16,17,1
80,169,41,133,6,1
59,146,40,59,14,1
47,168,75,262,9,1
58,141,91,88,17,1
42,152,46,91,19,1
72,149,45,267,7,1
77,166,56,98,14,1
47,143,63,273,9,1
69,159,89,212,16,1
41,170,61,270,4,1
65,153,43,119,16,1
35,140,76,109,14,1
61,154,57,176,5,1
29,174,74,254,17,1
29,161,52,108,13,1
67,177,66,68,18,1
20,176,50,67,2,0
38,168,49,262,0,1
21,179,41,234,2,1
22,147,83,237,6,1
31,174,50,169,19,1
66,144,73,218,17,1
62,140,98,72,5,1
21,154,78,113,3,1
69,170,50,41,1,1
46,147,62,101,19,1
65,177,83,58,1,1
33,181,94,18,14,1
68,143,41,155,19,1
24,171,92,200,14,1
43,146,87,1,13,1
45,143,49,256,8,1
33,156,91,111,1,1
43,152,71,72,5,1
53,161,58,299,14,1
38,149,65,279,1,1
45,140,96,54,5,1
62,179,58,226,6,1
27,145,76,267,12,1
53,144,94,69,18,1
38,150,60,124,18,1
41,140,86,37,8,1
64,172,60,204,14,1
74,157,76,134,6,1
40,169,67,137,1,1
75,179,92,271,20,1
80,167,83,7,4,1
24,173,84,287,20,1
70,183,46,110,1,1
48,151,67,267,14,1
79,162,100,295,8,1
73,152,63,297,4,1
26,144,43,108,1,1
54,184,74,132,15,1
20,156,89,265,0,1
20,148,76,65,7,1
62,151,82,120,11,1
69,155,80,40,5,1
58,140,54,226,9,1
36,178,99,131,6,1
41,153,75,2,20,1
56,177,56,257,5,1
47,145,78,144,6,1
64,176,80,21,5,1
47,181,70,120,8,1
30,140,71,84,18,1
39,162,81,128,2,1
35,173,74,190,2,1
80,173,44,250,1,1
33,140,72,169,2,1
24,153,51,228,10,1
80,182,48,134,14,1
52,160,95,36,5,0
50,171,80,16,2,0
57,156,79,14,4,1
33,159,55,176,14,1
63,170,44,127,10,1
56,167,98,148,19,1
70,160,99,138,7,1
49,179,67,291,19,1
26,178,64,198,11,1
38,170,87,47,2,0
58,146,73,239,1,1
43,185,78,223,18,1
57,143,99,89,10,1
22,172,81,280,6,1
68,165,44,100,3,1
75,155,90,43,6,1
25,157,87,243,9,1
55,174,65,275,4,1
77,163,54,272,11,1
33,168,91,105,5,1
37,185,42,45,7,0
32,181,94,270,19,1
45,169,83,142,5,1
80,173,95,96,2,1
79,174,62,94,10,1
23,167,40,24,3,0
37,141,61,220,4,1
33,171,68,29,13,1
31,160,43,138,13,1
51,149,83,245,4,1
24,160,68,238,6,1
22,150,55,280,5,1
53,158,92,228,0,1
48,157,61,40,16,1
79,149,86,206,13,1
57,178,77,147,17,1
58,161,76,73,10,0
40,169,85,273,9,1
29,177,81,94,19,1
70,148,96,18,9,1
62,183,87,199,20,1
64,177,98,201,13,1
47,159,57,12,2,0
25,168,47,276,0,1
66,148,76,107,14,1
32,173,46,20,4,0
47,159,51,36,6,0
34,172,48,121,6,1
45,173,83,207,18,1
62,184,49,208,2,1
73,170,95,212,18,1
68,171,42,154,16,1
58,142,60,241,6,1
72,167,54,60,15,1
36,152,48,86,13,1
33,162,42,243,10,1
22,151,89,211,12,1
53,167,72,177,20,1
22,150,66,38,7,0
43,173,53,21,16,1
38,167,43,134,10,1
52,173,94,244,13,1
70,164,86,271,2,1
50,151,44,130,3,1
64,160,89,163,9,1
34,174,89,146,5,1
23,184,47,282,11,1
28,155,64,92,15,1
67,163,79,3,14,1
43,184,90,46,4,0
45,179,63,295,2,1
71,179,69,109,14,1
41,168,70,159,20,1
55,140,72,135,13,1
49,149,94,159,13,1
54,171,47,73,9,0
55,162,49,269,19,1
79,166,64,28,9,1
31,163,87,126,10,1
47,172,93,141,17,1
45,143,78,225,19,1
67,163,40,18,9,1
56,166,68,133,3,1
58,149,96,195,17,1
41,167,72,39,7,0
58,165,72,44,10,0
21,145,49,112,8,1
50,180,79,55,13,1
51,140,49,23,0,0
33,172,75,297,13,1
33,145,58,141,5,1
31,177,79,274,1,1
62,181,67,70,12,1
56,152,96,81,9,1
64,146,85,297,13,1
20,150,66,221,20,1
76,148,64,27,17,1
72,153,46,212,12,1
73,180,92,299,6,1
29,153,65,147,2,1
25,161,78,210,8,1
28,153,44,201,11,1
37,151,67,299,1,1
50,161,49,12,13,1
70,167,59,99,13,1
69,160,85,49,19,1
32,174,57,161,13,1
63,141,83,147,8,1
28,144,59,125,12,1
74,165,78,188,13,1
32,149,77,169,17,1
49,162,92,1,20,1
78,181,69,280,11,1
44,163,73,15,13,1
20,171,61,172,17,1
26,160,98,94,0,0
54,143,88,78,0,1
55,171,65,272,20,1
72,170,92,244,1,1
63,160,85,50,0,1
70,181,96,164,16,1
61,185,54,108,17,1
49,143,42,166,17,1
44,157,95,281,19,1
78,177,60,105,9,1
39,157,54,31,5,0
38,172,44,220,3,1
66,158,52,53,20,1
43,148,65,174,13,1
38,185,95,76,5,0
78,165,72,196,9,1
29,161,99,81,16,1
38,162,76,26,17,1
44,171,99,94,10,0
79,159,74,280,16,1
22,166,87,111,10,1
35,168,44,228,20,1
68,165,79,285,16,1
23,185,50,14,15,1
27,149,86,52,12,1
49,174,68,99,1,0
32,152,87,123,17,1
63,182,47,121,13,1
72,174,96,27,17,1
46,178,87,251,14,1
53,183,45,119,3,1
43,156,58,199,18,1
74,180,72,271,8,1
46,185,57,43,17,1
53,166,84,68,20,1
57,144,84,54,17,1
40,147,99,172,17,1
46,161,80,93,15,1
73,156,41,242,8,1
25,163,90,64,17,1
68,168,47,224,18,1
78,158,76,130,18,1
74,162,66,180,16,1
79,144,86,236,3,1
73,145,87,91,16,1
60,178,60,196,1,1
33,162,81,139,6,1
48,177,61,193,18,1
70,155,91,116,0,1
75,162,47,133,16,1
74,151,61,152,5,1
30,178,88,51,6,0
71,162,54,230,5,1
72,183,90,19,12,1
41,178,63,68,12,1
56,167,72,77,0,0
47,153,50,64,18,1
26,152,48,205,4,1
32,140,92,16,0,1
38,173,75,286,3,1
73,159,69,13,13,1
69,158,58,53,17,1
75,181,95,254,14,1
52,171,75,108,5,1
56,174,87,107,3,1
69,155,88,283,4,1
55,174,44,168,12,1
28,145,68,200,8,1
73,163,92,34,1,1
76,140,42,12,19,1
46,140,76,106,6,1
77,160,93,151,20,1
76,147,62,269,7,1
79,146,42,56,13,1
27,169,100,13,17,1
72,166,99,238,3,1
30,169,93,228,17,1
68,146,82,23,17,1
23,160,73,295,13,1
58,170,48,102,12,1
31,156,81,200,2,1
26,174,100,107,16,1
42,174,89,200,4,1
38,156,75,293,9,1
42,149,87,0,19,1
30,146,48,137,14,1
27,181,81,273,11,1
26,142,48,116,11,1
23,151,41,176,2,1
56,174,73,79,9,0
53,181,84,152,3,1
27,175,89,104,18,1
28,180,65,199,19,1
30,176,90,172,13,1
66,164,75,184,20,1
45,140,90,167,12,1
47,143,62,172,20,1
71,144,73,118,11,1
29,184,51,277,18,1
54,144,100,211,1,1
38,151,77,214,14,1
52,174,69,272,9,1
44,144,42,184,2,1
21,166,100,253,7,1
25,182,98,77,10,0
44,141,60,217,10,1
25,185,41,53,18,1
44,182,52,128,3,1
63,155,49,190,7,1
70,170,89,23,11,1
54,147,70,71,15,1
22,178,41,49,15,1
68,163,52,252,0,1
67,148,70,265,15,1
29,164,95,14,14,1
48,147,42,273,7,1
30,151,100,200,0,1
44,164,48,217,10,1
20,165,90,209,17,1
79,168,62,276,2,1
49,153,43,246,8,1
74,163,78,11,4,1
46,163,77,177,17,1
49,173,97,212,18,1
23,152,40,104,1,1
42,148,80,129,1,1
67,162,89,23,17,1
75,166,77,282,0,1
44,153,44,143,1,1
38,184,53,9,8,0
77,165,98,295,16,1
75,147,67,97,18,1
29,144,83,7,14,1
22,174,63,277,17,1
45,168,54,143,4,1
75,154,81,202,13,1
54,143,81,280,0,1
32,158,47,178,13,1
38,148,44,201,18,1
32,150,71,147,4,1
33,162,59,83,5,0
73,155,78,28,1,1
77,153,47,289,6,1
45,159,91,299,7,1
51,140,45,189,17,1
24,141,98,274,13,1
41,151,58,300,10,1
43,149,72,179,12,1
45,146,74,299,7,1
76,158,41,240,16,1
23,147,62,163,17,1
25,140,92,32,4,1
38,178,61,290,17,1
62,155,92,250,15,1
42,164,62,117,11,1
27,145,46,25,5,0
68,170,74,208,0,1
40,140,87,45,9,1
65,142,43,69,2,1
56,177,90,287,18,1
56,166,73,53,14,1
40,165,93,37,10,0
54,153,53,78,12,1
80,177,54,123,3,1
56,164,50,214,4,1
76,168,49,196,11,1
46,168,43,96,0,0
34,169,50,222,11,1
66,145,97,9,16,1
27,168,46,266,19,1
68,184,62,74,9,1
69,183,69,119,12,1
47,158,81,159,4,1
49,148,52,271,12,1
49,177,85,273,16,1
35,151,87,51,7,1
40,156,50,108,0,1
69,179,68,174,11,1
55,144,77,295,10,1
79,164,76,85,20,1
24,170,55,282,7,1
71,161,79,206,17,1
58,178,94,82,14,1
42,143,98,125,12,1
57,164,99,132,19,1
68,144,48,299,7,1
60,166,88,298,17,1
80,167,89,180,15,1
45,143,83,151,3,1
42,183,74,126,8,1
63,153,75,103,20,1
42,172,81,105,20,1
25,160,40,120,2,1
27,162,82,264,14,1
35,170,68,160,4,1
36,185,76,44,11,1
73,152,46,166,15,1
57,157,95,177,0,1
28,157,62,289,20,1
44,153,67,109,16,1
42,159,78,13,18,1
31,177,80,57,5,0
22,171,44,90,0,0
33,144,59,286,5,1
70,179,89,225,17,1
27,149,66,230,17,1
53,153,92,129,8,1
68,166,53,142,1,1
56,173,89,236,17,1
30,178,42,101,5,1
57,141,51,300,4,1
48,152,88,52,12,1
60,164,76,35,13,1
44,166,82,298,19,1
74,156,42,251,16,1
57,181,43,75,17,1
57,162,71,222,6,1
67,179,100,30,8,1
42,147,64,26,13,1
68,148,82,264,0,1
21,172,55,164,4,1
50,148,58,232,13,1
56,177,56,256,7,1
65,157,64,153,11,1
60,145,98,165,2,1
68,151,71,208,19,1
48,185,91,239,9,1
71,173,96,239,20,1
62,167,46,273,11,1
73,157,45,226,9,1
50,165,45,188,4,1
73,145,51,60,15,1
76,184,92,232,18,1
34,145,72,113,1,1
30,143,48,220,16,1
66,165,86,9,5,1
70,172,45,39,13,1
27,145,50,159,20,1
23,171,44,202,6,1
53,181,92,235,3,1
66,157,53,187,13,1
39,146,90,284,2,1
73,140,77,118,16,1
27,157,57,25,16,1
33,181,96,212,5,1
63,146,92,96,2,1
67,153,46,93,18,1
36,167,84,210,17,1
67,172,85,78,2,1
43,162,43,296,5,1
45,151,57,88,13,1
51,162,63,285,16,1
40,163,81,80,6,0
28,153,91,177,10,1
31,166,73,229,11,1
80,157,73,220,8,1
61,177,79,180,13,1
55,174,97,57,15,1
37,169,86,201,2,1
64,163,81,167,2,1
55,181,51,4,10,0
75,173,49,191,12,1
33,183,72,216,13,1
54,154,83,151,16,1
22,140,49,178,14,1
35,150,63,140,6,1
55,164,77,276,20,1
22,184,86,59,12,1
63,140,47,208,9,1
46,179,52,162,8,1
80,167,75,181,13,1
51,150,43,89,11,1
69,180,66,26,17,1
46,174,57,7,19,1
54,183,46,32,3,0
73,144,46,188,1,1
35,151,40,277,9,1
48,162,98,113,15,1
47,143,43,51,18,1
34,171,100,89,12,1
48,154,47,213,8,1
50,164,43,201,11,1
20,152,55,262,0,1
80,179,76,211,20,1
28,158,78,256,8,1
77,154,97,281,5,1
54,178,43,39,5,0
51,176,59,187,1,1
48,163,70,8,16,1
57,167,57,280,20,1
55,182,65,252,20,1
54,146,70,171,6,1
56,183,99,256,1,1
58,173,60,244,3,1
69,164,93,238,3,1
68,146,65,294,9,1
32,168,92,59,3,0
48,149,100,25,3,1
58,150,42,235,18,1
58,155,91,40,10,1
22,172,92,285,4,1
41,146,56,133,19,1
67,165,73,195,13,1
67,183,62,220,18,1
75,174,52,115,11,1
62,149,89,138,18,1
54,180,72,275,17,1
65,153,77,221,13,1
24,165,59,145,5,1
79,165,80,264,1,1
46,177,76,114,17,1
25,171,63,136,9,1
26,161,41,260,15,1
45,145,80,179,18,1
32,177,74,41,3,0
27,167,47,85,11,1
23,142,68,164,8,1
52,145,52,51,10,0
76,163,56,85,16,1
24,174,49,145,1,1
58,167,69,286,0,1
64,185,95,82,0,1
75,161,55,123,16,1
45,184,44,86,1,0
30,174,87,35,0,0
55,158,88,125,1,1
79,157,56,270,1,1
79,172,87,93,2,1
36,154,50,240,19,1
31,159,63,42,0,0
40,171,73,223,18,1
66,144,72,232,1,1
54,142,56,286,4,1
72,176,73,45,15,1
45,141,68,267,9,1
49,173,61,31,20,1
73,153,82,197,8,1
21,163,96,177,12,1
27,178,47,236,19,1
68,170,91,90,15,1
75,148,80,131,13,1
43,142,64,84,10,0
62,185,55,280,8,1
65,165,50,131,7,1
67,159,70,83,16,1
21,156,43,130,1,1
73,185,77,275,3,1
39,174,42,64,0,0
21,170,63,284,10,1
46,141,44,134,5,1
74,176,41,112,4,1
61,149,44,281,16,1
50,158,94,48,15,1
31,148,64,110,13,1
43,147,43,238,19,1
29,150,70,257,0,1
34,140,73,239,11,1
56,149,71,294,2,1
71,157,62,58,3,1
50,163,98,231,20,1
52,169,51,182,16,1
49,179,50,217,4,1
69,160,78,136,2,1
21,183,71,133,9,1
52,178,98,242,9,1
50,184,91,161,15,1
20,153,76,143,12,1
48,167,67,141,3,1
22,184,98,296,12,1
39,160,53,243,14,1
39,146,51,75,13,1
49,171,85,268,17,1
31,163,88,45,10,0
77,162,64,267,9,1
66,182,63,97,3,1
49,156,64,238,14,1
29,161,44,21,14,1
76,162,93,211,8,1
62,159,78,228,19,1
73,140,47,68,20,1
25,148,99,98,19,1
61,176,84,135,5,1
69,161,58,221,19,1
61,173,88,284,10,1
52,155,75,26,12,1
25,150,48,275,19,1
72,161,56,239,3,1
32,143,74,95,13,1
66,174,52,67,18,1
58,164,46,142,11,1
53,160,72,85,0,0
33,178,44,145,15,1
50,164,65,140,7,1
55,151,43,25,0,0
47,142,94,38,1,1
78,147,64,116,1,1
27,176,79,266,9,1
24,175,98,287,7,1
57,141,59,28,6,0
70,141,69,289,12,1
71,149,50,42,20,1
42,152,66,17,0,0
40,182,71,56,9,0
56,148,75,196,13,1
67,140,43,79,9,1
54,163,76,49,20,1
75,176,47,55,6,1
44,177,55,68,18,1
71,153,79,49,6,1
53,144,91,195,13,1
42,185,68,189,8,1
33,146,55,281,0,1
57,178,81,208,15,1
28,159,92,219,14,1
22,164,97,181,18,1
43,140,71,287,8,1
74,159,64,77,3,1
21,166,75,271,12,1
67,154,93,283,18,1
60,146,88,231,13,1
37,169,80,235,16,1
23,151,56,42,14,1
70,148,92,154,17,1
76,156,63,196,16,1
70,172,95,47,4,1
